,Cod.Car.Sec,Aprobado,Anho.Firma,Primer.Par,Segundo.Par,AOT,Primer.Rec,Segundo.Rec,Nota.Final
1320,ELE-PLS13 ,1,2018,15,22,0,0,0,1F-4
1321,CIV-PLS13 ,0,2018,10,10,0,34,0,"2F-1,3F-1"
1322,ELE-PLS13 ,0,0,7,5,0,0,0,
1323,CIV-PLS13 ,0,0,13,14,0,0,0,
1324,CIV-PLS13 ,0,2018,14,6,0,23,27,3F-1
1325,ELE-PLS13 ,0,0,4,6,0,0,0,
1326,CIV-PLS13 ,0,0,11,0,0,0,0,
1327,MCT-PLS13 ,0,2018,0,0,0,0,0,3F-1
1328,ELE-PLS09 ,0,2018,17,9,0,33,0,3F-1
1329,MEC-PLS09 ,0,0,0,0,0,0,0,
1330,MEC-PLS09 ,1,2018,12,17,0,0,0,"1F-1,2F-2"
1331,ELE-PLS09 ,1,2018,12,0,0,0,0,1F-2
1332,MCT-PLS09 ,0,2018,19,7,0,0,0,
1333,CIV-PLS09 ,0,0,8,0,0,0,0,
1334,ELE-PLS09 ,0,0,2,8,0,0,0,
1335,MEC-PLS09 ,0,0,7,0,0,0,0,
1336,ELE-PLS09 ,0,0,10,14,0,0,10,
1337,MEC-PLS09 ,0,0,13,4,0,0,0,
1338,MEC-PLS09 ,1,2018,15,18,0,0,0,1F-2
1339,MEC-PLS09 ,0,0,0,3,0,0,0,
1340,ELE-PLS09 ,0,2018,7,17,0,20,0,2F-1
1341,IND-PLS09 ,0,0,7,6,0,0,0,
1342,ELE-PLS09 ,0,0,11,1,0,0,0,
1343,ELE-PLS09 ,0,0,12,10,0,0,0,
1344,CIV-PLS09 ,0,0,0,0,0,0,0,
1345,CIV-PLS09 ,0,0,0,0,0,0,0,
1346,ELE-PLS09 ,0,0,9,7,0,0,0,
1347,MEC-PLS09 ,0,0,10,10,0,26,20,
1348,MEC-PLS09 ,0,0,9,0,0,0,0,
1349,CIV-PLS09 ,0,0,11,4,0,0,0,
1350,MEC-PLS09 ,0,0,7,0,0,0,0,
1351,CIV-PLS09 ,0,0,3,0,0,0,0,
1352,IND-PLS09 ,0,2018,9,15,0,0,32,3F-1
1353,MCT-PLS09 ,0,0,0,0,0,0,0,
1354,CIV-PLS09 ,0,0,5,8,0,0,0,
1355,ELE-PLS09 ,0,0,10,0,0,0,0,
1356,ELE-PLS13 ,1,2018,0,0,0,0,0,1F-2
1357,ELE-PLS13 ,0,2019,18,16,0,0,0,
1358,MCT-PLS13 ,0,0,0,0,0,0,0,
1359,IND-PLS13 ,0,0,11,16,0,25,0,
1360,MCT-PLS13 ,1,2018,20,17,0,0,0,"1F-1,2F-3"
1361,ELE-PLS13 ,0,0,17,12,0,30,0,
1362,IND-PLS13 ,1,2019,19,30,0,0,0,1F-4
1363,MCT-PLS13 ,1,2018,15,25,0,0,0,1F-4
1364,ELE-PLS13 ,1,2018,18,20,0,0,0,"1F-1,2F-3"
1365,ELE-PLS13 ,0,0,6,0,0,0,0,
1366,IND-PLS13 ,0,0,10,13,0,4,0,
1367,MCT-PLS13 ,1,2018,20,22,0,0,0,1F-3
1368,MEC-PLS13 ,0,0,0,0,0,0,0,
1369,CIV-PLS13 ,0,2018,0,0,0,0,0,
1370,ELE-PLS13 ,0,0,12,7,0,0,0,
1371,ELE-PLS13 ,0,0,15,11,0,18,0,
1372,MCT-PLS13 ,0,0,0,0,0,0,0,
1373,CIV-PLS13 ,0,2018,9,0,0,0,0,
1374,MCT-PLS13 ,1,2018,16,18,0,31,0,2F-4
1375,ELE-PLS13 ,1,2019,17,17,0,0,0,"1F-1,2F-4"
1376,ELE-PLS13 ,1,2018,17,24,0,0,0,1F-2
1377,ELE-PLS13 ,1,2018,19,21,0,0,0,"1F-1,2F-3"
1378,MEC-PLS13 ,1,2018,13,0,0,0,0,1F-3
1379,ELE-PLS13 ,1,2019,17,18,0,0,0,"1F-1,2F-2"
1380,CIV-PLS13 ,1,2018,19,24,0,0,0,1F-4
1381,MEC-PLS13 ,1,2019,19,16,0,0,0,1F-2
1382,CIV-PLS13 ,1,2018,19,21,0,0,0,1F-3
1383,ELE-PLS13 ,0,2018,18,12,0,0,0,1F-1
1384,ELE-PLS13 ,0,2019,16,22,0,0,0,
1385,MEC-PLS13 ,1,2018,18,21,0,0,0,1F-3
1386,MEC-PLS13 ,1,2018,19,24,0,0,0,1F-2
1387,ELE-PLS13 ,0,0,15,13,0,0,0,
1388,IND-PLS13 ,0,0,14,10,0,16,0,
1389,IND-PLS13 ,0,0,0,0,0,0,0,
1390,IND-PLS13 ,0,0,11,12,0,11,0,
1391,CIV-PLS13 ,0,0,0,9,0,0,0,
1392,CIV-PLS13 ,1,2018,21,18,0,0,0,1F-3
1393,MCT-PLS13 ,0,0,5,13,0,8,0,
1394,IND-PLS13 ,1,2018,10,26,0,0,0,"1F-1,2F-2"
1395,CIV-PLS13 ,0,2018,0,0,0,0,0,
1396,ELE-PLS13 ,1,2019,17,27,0,0,0,2F-3
1397,MCT-PLS13 ,1,2018,0,13,0,0,0,"1F-1,2F-2"
1398,MCT-PLS13 ,0,0,13,9,0,14,0,
1399,ELE-PLS13 ,1,2019,17,30,0,0,0,1F-5
1400,MCT-PLS13 ,1,2018,20,23,0,0,0,1F-5
1401,MEC-PLS13 ,1,2018,17,13,0,0,0,1F-2
1402,ELE-PLS13 ,0,0,15,7,0,8,0,
1403,MCT-PLS13 ,0,0,0,0,0,0,0,
1404,ELE-PLS13 ,1,2019,16,30,0,0,0,1F-3
1405,MCT-PLS13 ,0,0,0,0,0,0,0,
1406,ELE-PLS13 ,0,2018,11,16,0,0,0,1F-1
1407,CIV-PLS13 ,1,2018,19,25,0,0,0,1F-4
1408,MEC-PLS13 ,1,2018,18,29,0,0,0,1F-3
1409,CIV-PLS13 ,0,0,10,13,0,24,0,
1410,CIV-PLS13 ,1,2018,18,24,0,0,0,1F-3
1411,MEC-PLS13 ,0,2018,15,20,0,0,0,1F-1
1412,CIV-PLS13 ,1,2018,18,25,0,0,0,1F-3
1413,MEC-PLS13 ,1,2019,17,24,0,0,0,1F-3
1414,MEC-PLS13 ,0,0,15,13,0,20,0,
1415,ELE-PLS13 ,1,2018,0,0,0,0,0,1F-3
1416,ELE-PLS13 ,0,0,10,8,0,13,0,
1417,IND-PLS13 ,1,2019,18,17,0,0,0,"1F-1,2F-3"
1418,MCT-PLS13 ,1,2019,17,24,0,0,0,"1F-1,2F-5"
1419,CIV-PLS13 ,0,0,14,0,0,0,0,
1420,CIV-PLS13 ,1,2019,15,18,0,0,0,1F-3
1421,IND-PLS13 ,0,0,13,18,0,22,0,
1422,CIV-PLS13 ,0,2018,21,0,0,0,0,2F-1
1423,MEC-PLS13 ,0,0,7,19,0,30,0,
1424,CIV-PLS13 ,1,2018,19,17,0,0,0,1F-2
1425,ELE-PLS13 ,0,0,20,21,0,0,0,
1426,ELE-PLS13 ,1,2018,17,0,0,0,0,1F-2
1427,MEC-PLS13 ,0,0,0,0,0,0,0,
1428,CIV-PLS13 ,1,2019,16,26,0,0,0,1F-2
1429,CIV-PLS13 ,0,2018,11,14,0,0,0,"1F-1,2F-1"
1430,CIV-PLS13 ,0,2019,12,22,0,36,0,
1431,CIV-PLS13 ,1,2018,12,21,0,48,0,2F-5
1432,CIV-PLS13 ,0,2018,0,0,0,0,0,1F-1
1433,CIV-PLS13 ,1,2018,17,28,0,0,0,1F-4
1434,CIV-PLS13 ,0,0,0,0,0,0,0,
1435,IND-PLS13 ,1,2019,16,18,0,0,0,1F-2
1436,MEC-PLS13 ,0,0,13,11,0,28,0,
1437,CIV-PLS13 ,0,2019,20,20,0,0,0,1F-1
1438,MEC-PLS13 ,0,0,16,14,0,12,0,
1439,MCT-PLS13 ,0,0,10,24,0,0,0,
1440,MCT-PLS13 ,1,2019,18,20,0,16,0,2F-3
1441,IND-PLS13 ,1,2018,14,15,0,0,0,"1F-1,2F-3"
1442,CIV-PLS13 ,1,2019,20,19,0,0,0,1F-2
1443,MCT-PLS13 ,0,0,13,15,0,0,0,
1444,MCT-PLS13 ,0,2019,12,15,0,32,0,2F-1
1445,CIV-PLS13 ,0,0,0,0,0,0,0,
1446,ELE-PLS13 ,1,2018,14,17,0,23,0,2F-3
1447,MEC-PLS13 ,0,0,13,17,0,22,0,
1448,IND-PLS13 ,1,2019,16,18,0,0,0,"1F-1,2F-3"
1449,CIV-PLS13 ,1,2018,19,26,0,0,0,1F-3
1450,IND-PLS13 ,0,2018,18,15,0,0,0,1F-1
1451,CIV-PLS13 ,1,2019,21,21,0,0,0,1F-3
1452,CIV-PLS13 ,1,2018,17,21,0,0,0,1F-2
1453,ELE-PLS13 ,0,0,6,9,0,0,0,
1454,CIV-PLS13 ,1,2019,13,13,0,34,0,2F-3
1455,IND-PLS13 ,0,0,17,12,0,13,0,
1456,ELE-PLS13 ,1,2019,22,20,0,0,0,1F-4
1457,ELE-PLS13 ,0,0,13,10,0,0,0,
1458,MCT-PLS13 ,0,0,9,6,0,4,0,
1459,IND-PLS13 ,1,2018,16,23,0,0,0,1F-2
1460,MEC-PLS13 ,1,2018,11,0,0,0,0,1F-3
1461,CIV-PLS13 ,1,2019,15,24,0,0,0,1F-2
1462,IND-PLS13 ,1,2018,19,23,0,0,0,1F-3
1463,ELE-PLS13 ,0,0,9,11,0,12,0,
1464,MCT-PLS13 ,1,2019,15,29,0,0,0,2F-4
1465,IND-PLS13 ,1,2018,18,21,0,0,0,"1F-1,2F-2"
1466,IND-PLS13 ,1,2019,20,23,0,0,0,1F-3
1467,CIV-PLS13 ,1,2018,18,28,0,0,0,1F-4
1468,CIV-PLS13 ,1,2018,16,28,0,0,0,1F-3
1469,CIV-PLS13 ,0,0,0,0,0,0,0,
1470,CIV-PLS13 ,1,2018,21,20,0,0,0,"1F-1,2F-3"
1471,CIV-PLS13 ,0,0,10,12,0,12,0,
1472,ELE-PLS13 ,0,0,0,0,0,0,0,
1473,CIV-PLS13 ,1,2018,20,22,0,0,0,1F-3
1474,MCT-PLS13 ,1,2019,19,28,0,0,0,2F-3
1475,ELE-PLS13 ,0,2018,0,0,0,0,0,
1476,ELE-PLS13 ,1,2018,18,18,0,0,0,"1F-1,2F-4"
1477,CIV-PLS13 ,1,2018,17,24,0,0,0,1F-3
1478,ELE-PLS13 ,1,2018,18,16,0,0,0,1F-2
1479,ELE-PLS13 ,1,2019,18,28,0,0,0,1F-3
1480,ELE-PLS13 ,1,2018,20,12,0,0,0,"1F-1,2F-3"
1481,CIV-PLS13 ,0,0,0,0,0,0,0,
1482,CIV-PLS13 ,0,2018,0,0,0,0,0,
1483,IND-PLS13 ,0,2018,17,22,0,0,0,1F-1
1484,ELE-PLS13 ,0,0,0,29,0,0,0,
1485,ELE-PLS13 ,0,2018,21,11,0,0,0,1F-1
1486,CIV-PLS13 ,0,0,3,3,0,0,0,
1487,IND-PLS13 ,1,2018,18,0,0,0,0,2F-3
1488,CIV-PLS13 ,0,2019,16,18,0,0,0,2F-1
1489,IND-PLS13 ,0,0,17,12,0,22,0,
1490,MCT-PLS13 ,1,2019,18,16,0,0,0,"1F-1,2F-2"
1491,MCT-PLS13 ,0,0,9,14,0,0,0,
1492,CIV-PLS13 ,0,0,16,13,0,14,0,
1493,CIV-PLS13 ,0,2018,5,16,0,0,0,1F-1
1494,ELE-PLS13 ,1,2018,19,29,0,0,0,1F-3
1495,MEC-PLS13 ,1,2019,11,21,0,0,0,"1F-1,2F-3"
1496,MCT-PLS13 ,0,0,15,14,0,13,0,
1497,CIV-PLS13 ,0,0,13,7,0,0,0,
1498,CIV-PLS13 ,1,2019,16,24,0,0,0,1F-2
1499,MCT-PLS13 ,0,0,15,0,0,6,0,
1500,ELE-PLS13 ,0,0,7,9,0,0,0,
1501,ELE-PLS13 ,1,2019,14,10,0,38,0,2F-4
1502,MCT-PLS13 ,0,0,11,13,0,16,0,
1503,CIV-PLS13 ,0,2019,15,16,0,0,0,
1504,IND-PLS13 ,0,2018,0,0,0,0,0,1F-1
1505,IND-PLS13 ,1,2019,13,21,0,30,0,2F-4
1506,ELE-PLS13 ,1,2019,16,18,0,0,0,"1F-1,2F-2"
1507,ELE-PLS13 ,0,2019,14,10,0,32,0,2F-1
1508,CIV-PLS13 ,1,2018,13,8,0,0,0,1F-2
1509,ELE-PLS13 ,0,2018,10,13,0,0,0,1F-1
1510,ELE-PLS13 ,0,2018,0,0,0,10,0,2F-1
1511,ELE-PLS13 ,0,0,6,14,0,0,0,
1512,MCT-PLS13 ,0,0,0,0,0,0,0,
1513,CIV-PLS13 ,0,0,19,11,0,18,0,
1514,ELE-PLS13 ,0,2019,17,16,0,22,0,2F-1
1515,IND-PLS13 ,1,2018,15,20,0,0,0,1F-3
1516,MCT-PLS13 ,0,2019,11,22,0,0,0,2F-1
1517,ELE-PLS13 ,0,2018,0,12,0,0,0,
1518,MCT-PLS13 ,0,2019,18,17,0,17,0,
1519,IND-PLS13 ,0,0,6,0,0,0,0,
1520,ELE-PLS13 ,1,2018,0,0,0,36,0,2F-5
1521,CIV-PLS13 ,1,2018,17,22,0,0,0,1F-2
1522,MCT-PLS13 ,0,2019,15,16,0,18,0,
1523,CIV-PLS13 ,1,2019,16,21,0,0,0,1F-2
1524,MEC-PLS13 ,1,2018,20,20,0,0,0,1F-2
1525,ELE-PLS13 ,1,2018,20,28,0,0,0,1F-4
1526,ELE-PLS13 ,1,2018,19,19,0,0,0,"1F-1,2F-4"
1527,ELE-PLS13 ,0,2019,16,22,0,0,0,
1528,CIV-PLS13 ,0,2019,16,19,0,0,0,"1F-1,2F-1"
1529,CIV-PLS13 ,1,2019,16,27,0,0,0,"1F-1,2F-2"
1530,CIV-PLS13 ,1,2018,17,22,0,0,0,"1F-1,2F-3"
1531,CIV-PLS13 ,0,2018,14,21,0,0,0,1F-1
1532,ELE-PLS13 ,1,2018,16,23,0,0,0,1F-4
1533,CIV-PLS13 ,0,2019,16,13,0,0,0,"1F-1,2F-1"
1534,ELE-PLS13 ,0,2018,12,14,0,0,0,1F-1
1535,MCT-PLS13 ,1,2019,21,25,0,0,0,1F-4
1536,CIV-PLS13 ,0,2019,10,20,0,0,0,1F-1
1537,CIV-PLS13 ,0,2018,0,0,0,0,0,
1538,CIV-PLS13 ,0,2019,20,19,0,0,0,"1F-1,2F-1"
1539,CIV-PLS13 ,1,2018,16,19,0,0,0,1F-2
1540,IND-PLS13 ,0,0,21,6,0,26,0,
1541,ELE-PLS13 ,0,0,0,0,0,0,0,
1542,CIV-PLS13 ,1,2019,17,20,0,0,0,"1F-1,2F-3"
1543,ELE-PLS13 ,0,2018,0,0,0,0,0,
1544,ELE-PLS13 ,1,2019,19,32,0,0,0,1F-4
1545,CIV-PLS13 ,1,2018,17,24,0,0,0,1F-3
1546,IND-PLS13 ,1,2018,10,24,0,20,0,2F-4
1547,ELE-PLS13 ,1,2018,20,30,0,0,0,1F-4
1548,CIV-PLS13 ,0,0,20,8,0,22,0,
1549,MEC-PLS13 ,0,0,12,12,0,0,0,
1550,CIV-PLS13 ,1,2019,18,18,0,0,0,"1F-1,2F-2"
1551,CIV-PLS13 ,1,2018,23,20,0,0,0,1F-3
1552,CIV-PLS13 ,1,2018,11,17,0,0,0,"1F-1,2F-2"
1553,MCT-PLS13 ,1,2018,19,22,0,0,0,1F-4
1554,CIV-PLS13 ,1,2019,18,15,0,0,0,2F-4
1555,ELE-PLS13 ,1,2018,14,20,0,0,0,2F-4
1556,CIV-PLS13 ,1,2018,21,25,0,0,0,1F-4
1557,CIV-PLS13 ,0,2018,15,21,0,0,0,"1F-1,2F-1"
1558,CIV-PLS13 ,1,2018,22,23,0,0,0,1F-3
1559,ELE-PLS13 ,1,2019,22,27,0,0,0,1F-4
1560,CIV-PLS13 ,0,2019,15,15,0,36,0,2F-1
1561,CIV-PLS13 ,0,0,9,15,0,10,0,
1562,CIV-PLS13 ,1,2018,15,31,0,0,0,1F-5
1563,ELE-PLS13 ,0,0,0,0,0,0,0,
1564,MCT-PLS13 ,1,2019,20,20,0,0,0,"1F-1,2F-2"
1565,MCT-PLS13 ,0,0,0,0,0,0,0,
1566,MCT-PLS13 ,0,0,6,0,0,0,0,
1567,ELE-PLS13 ,0,2019,12,0,0,0,0,
1568,ELE-PLS13 ,1,2019,16,30,9,0,0,1F-5
1569,MCT-PLS13 ,0,0,15,0,3,0,0,
1570,IND-PLS13 ,0,2019,16,25,5,0,0,1F-1
1571,CIV-PLS13 ,0,0,11,9,5,0,0,
1572,ELE-PLS13 ,1,2019,21,28,5,0,0,1F-4
1573,MCT-PLS13 ,0,0,5,7,4,0,0,
1574,ELE-PLS13 ,0,0,12,14,6,24,0,
1575,ELE-PLS13 ,0,0,0,0,3,0,0,
1576,ELE-PLS13 ,0,0,0,2,2,0,0,
1577,IND-PLS13 ,0,0,12,5,2,16,0,
1578,CIV-PLS13 ,1,2019,20,22,9,0,0,1F-4
1579,MCT-PLS13 ,0,0,4,0,2,0,0,
1580,MEC-PLS13 ,0,0,0,15,2,22,0,
1581,IND-PLS13 ,0,2019,14,24,7,0,0,1F-1
1582,CIV-PLS13 ,0,0,0,0,2,0,0,
1583,ELE-PLS13 ,0,0,0,5,2,0,0,
1584,MEC-PLS13 ,0,2019,10,20,5,0,0,1F-1
1585,ELE-PLS13 ,0,2019,9,25,8,0,0,1F-1
1586,MCT-PLS13 ,0,0,0,4,2,0,0,
1587,ELE-PLS13 ,1,2019,17,27,9,0,0,1F-3
1588,CIV-PLS13 ,0,0,3,19,2,26,0,
1589,ELE-PLS13 ,1,2019,20,28,8,0,0,1F-4
1590,ELE-PLS13 ,0,2019,9,0,0,0,0,1F-1
1591,IND-PLS13 ,0,0,10,17,4,16,0,
1592,ELE-PLS13 ,0,0,12,9,4,16,0,
1593,CIV-PLS13 ,0,0,12,16,5,12,0,
1594,ELE-PLS13 ,0,2019,18,15,2,0,0,1F-1
1595,IND-PLS13 ,0,0,9,10,3,15,0,
1596,IND-PLS13 ,0,0,6,13,5,22,0,
1597,ELE-PLS13 ,0,0,0,0,2,0,0,
1598,MEC-PLS13 ,0,2019,8,24,4,0,0,1F-1
1599,IND-PLS13 ,0,2019,11,23,5,0,0,1F-1
1600,CIV-PLS13 ,0,0,0,0,2,0,0,
1601,ELE-PLS13 ,0,2019,13,9,8,27,0,
1602,MCT-PLS13 ,0,2019,5,17,5,30,0,
1603,ELE-PLS13 ,0,0,12,16,3,18,0,
1604,ELE-PLS13 ,0,2019,14,17,5,0,0,1F-1
1605,MCT-PLS13 ,0,2019,8,22,6,0,0,1F-1
1606,CIV-PLS13 ,0,2019,11,27,3,0,0,1F-1
1607,MCT-PLS13 ,0,0,7,2,4,0,0,
1608,MCT-PLS13 ,0,0,0,0,0,0,0,
1609,ELE-PLS13 ,0,2019,6,20,8,28,0,
1610,IND-PLS13 ,0,0,3,16,2,12,0,
1611,CIV-PLS13 ,0,2019,11,22,6,0,0,1F-1
1612,CIV-PLS13 ,0,0,13,13,5,16,0,
1613,MEC-PLS13 ,0,2019,11,22,7,0,0,1F-1
1614,MCT-PLS13 ,0,0,12,0,1,0,0,
1615,CIV-PLS13 ,1,2019,19,17,5,0,0,1F-3
1616,MEC-PLS13 ,1,2019,14,17,4,0,0,1F-2
1617,ELE-PLS13 ,0,2019,12,22,5,0,0,1F-1
1618,ELE-PLS13 ,0,0,4,12,3,8,0,
1619,CIV-PLS13 ,0,0,6,0,4,0,0,
1620,CIV-PLS13 ,0,2019,10,15,6,32,0,
1621,ELE-PLS13 ,0,2019,12,14,5,30,0,
1622,MCT-PLS13 ,0,0,10,5,2,6,0,
1623,MCT-PLS13 ,1,2019,20,22,6,0,0,1F-3
1624,CIV-PLS13 ,0,2019,12,11,5,38,0,
1625,CIV-PLS13 ,0,2019,8,16,6,29,0,
1626,IND-PLS13 ,1,2019,16,25,6,0,0,1F-3
1627,ELE-PLS13 ,0,0,9,11,5,14,0,
1628,MEC-PLS13 ,1,2019,17,24,8,0,0,1F-3
1629,ELE-PLS13 ,0,0,14,11,4,16,0,
1630,ELE-PLS13 ,0,0,0,0,0,0,0,
1631,ELE-PLS13 ,1,2019,14,29,7,0,0,1F-3
1632,MEC-PLS13 ,0,0,0,0,0,0,0,
1633,IND-PLS13 ,0,0,14,7,4,6,0,
1634,ELE-PLS13 ,0,0,15,12,7,20,0,
1635,CIV-PLS13 ,0,2019,15,17,8,0,0,1F-1
1636,MEC-PLS13 ,0,0,0,0,0,0,0,
1637,CIV-PLS13 ,0,0,11,20,3,22,0,
1638,CIV-PLS13 ,1,2019,19,24,0,0,0,1F-2
1639,ELE-PLS13 ,0,2019,16,19,5,0,0,1F-1
1640,ELE-PLS13 ,0,2019,12,25,5,0,0,1F-1
1641,MEC-PLS13 ,1,2019,19,27,8,0,0,1F-4
1642,CIV-PLS13 ,0,0,17,10,5,26,0,
1643,CIV-PLS13 ,0,2019,11,19,5,22,0,
1644,CIV-PLS13 ,0,0,8,11,4,20,0,
1645,CIV-PLS13 ,0,0,0,0,0,0,0,
1646,MEC-PLS13 ,0,0,12,5,6,14,0,
1647,CIV-PLS13 ,1,2019,22,25,9,0,0,1F-5
1648,CIV-PLS13 ,1,2019,16,28,9,0,0,1F-4
1649,CIV-PLS13 ,1,2019,11,0,0,0,0,1F-3
1650,CIV-PLS13 ,0,2019,16,25,5,0,0,1F-1
1651,CIV-PLS13 ,1,2019,11,0,0,0,0,1F-2
1652,IND-PLS13 ,0,0,9,15,5,24,0,
1653,IND-PLS13 ,1,2019,16,25,7,0,0,1F-3
1654,IND-PLS13 ,0,0,8,20,4,18,0,
1655,MEC-PLS13 ,1,2019,19,24,7,0,0,1F-2
1656,MCT-PLS13 ,0,2019,9,21,3,34,0,
1657,ELE-PLS13 ,1,2019,21,29,4,0,0,1F-5
1658,ELE-PLS13 ,0,0,11,17,2,0,0,
1659,CIV-PLS13 ,0,2019,13,27,2,0,0,1F-1
1660,CIV-PLS13 ,0,0,8,12,4,24,0,
1661,MCT-PLS13 ,0,2019,10,18,7,0,0,
1662,CIV-PLS13 ,0,2019,13,26,7,0,0,1F-1
1663,IND-PLS13 ,1,2019,17,22,7,0,0,1F-2
1664,MCT-PLS13 ,0,2019,13,0,0,0,0,1F-1
1665,IND-PLS13 ,0,0,0,0,0,0,0,
1666,CIV-PLS13 ,1,2019,21,28,9,0,0,1F-5
1667,CIV-PLS13 ,0,2019,9,16,8,36,0,
1668,CIV-PLS13 ,0,2019,17,19,7,0,0,1F-1
1669,CIV-PLS13 ,1,2019,17,28,7,0,0,1F-4
1670,CIV-PLS13 ,0,0,13,10,5,20,0,
1671,CIV-PLS13 ,0,2019,15,18,6,0,0,1F-1
1672,MEC-PLS13 ,0,0,11,20,3,22,0,
1673,MCT-PLS13 ,0,0,12,11,4,10,0,
1674,ELE-PLS13 ,1,2019,18,29,8,0,0,1F-5
1675,ELE-PLS13 ,0,0,15,13,3,20,0,
1676,CIV-PLS13 ,0,2019,10,13,10,26,0,
1677,IND-PLS13 ,0,2019,14,21,7,0,0,1F-1
1678,IND-PLS13 ,0,2019,16,12,6,29,0,
1679,ELE-PLS13 ,0,0,12,11,5,18,0,
1680,CIV-PLS13 ,0,0,2,0,5,0,0,
1681,CIV-PLS13 ,1,2019,17,25,8,0,0,1F-3
1682,CIV-PLS13 ,0,0,0,0,3,0,0,
1683,ELE-PLS13 ,0,2019,18,16,8,0,0,1F-1
1684,MCT-PLS13 ,1,2019,22,33,6,0,0,1F-5
1685,CIV-PLS13 ,0,0,13,7,4,16,0,
1686,CIV-PLS13 ,1,2019,17,17,0,0,0,1F-3
1687,MCT-PLS13 ,0,0,7,16,2,22,0,
1688,ELE-PLS13 ,0,0,5,0,2,0,0,
1689,ELE-PLS13 ,0,0,9,3,3,0,0,
1690,MCT-PLS13 ,1,2019,17,22,10,0,0,1F-5
1691,CIV-PLS13 ,1,2019,19,30,8,0,0,1F-4
1692,CIV-PLS13 ,0,2019,15,15,2,50,0,
1693,CIV-PLS13 ,0,2019,13,20,8,0,0,1F-1
1694,IND-PLS13 ,0,2019,15,17,5,0,0,1F-1
1695,CIV-PLS13 ,0,2019,13,22,7,20,0,
1696,CIV-PLS13 ,0,0,11,15,4,22,0,
1697,ELE-PLS13 ,0,2019,10,23,8,26,0,
1698,CIV-PLS13 ,1,2019,20,20,7,0,0,1F-3
1699,ELE-PLS13 ,0,0,9,0,3,0,0,
1700,MCT-PLS13 ,0,2019,16,23,6,0,0,1F-1
1701,MCT-PLS13 ,0,2019,12,19,8,34,0,
1702,CIV-PLS13 ,0,2019,15,9,4,32,0,
1703,MCT-PLS13 ,1,2019,17,31,9,0,0,1F-5
1704,CIV-PLS13 ,0,0,15,10,6,22,0,
1705,CIV-PLS13 ,0,2019,16,24,7,0,0,1F-1
1706,CIV-PLS13 ,0,2019,15,21,7,0,0,1F-1
1707,ELE-PLS13 ,0,0,0,0,0,0,0,
1708,ELE-PLS13 ,1,2019,22,30,8,0,0,1F-5
1709,ELE-PLS13 ,0,0,11,14,4,20,0,
1710,CIV-PLS13 ,0,2019,14,16,6,0,0,1F-1
1711,CIV-PLS13 ,0,0,12,8,8,6,0,
1712,CIV-PLS13 ,0,0,17,13,3,0,0,
1713,CIV-PLS13 ,0,0,7,9,4,0,0,
1714,CIV-PLS13 ,0,0,0,0,0,0,0,
1715,ELE-PLS13 ,0,2019,13,22,5,18,0,
1716,MCT-PLS13 ,1,2019,19,20,5,0,0,1F-3
1717,ELE-PLS13 ,0,2019,7,19,6,32,0,
1718,CIV-PLS13 ,0,0,0,0,4,0,0,
1719,MEC-PLS13 ,1,2019,24,30,9,0,0,1F-5
1720,MCT-PLS13 ,0,0,0,0,0,0,0,
1721,CIV-PLS13 ,0,0,10,13,3,16,0,
1722,IND-PLS13 ,0,0,12,18,4,18,0,
1723,CIV-PLS13 ,0,0,9,3,2,0,0,
1724,MCT-PLS13 ,0,2019,10,22,6,0,0,1F-1
1725,MCT-PLS13 ,0,0,0,0,2,0,0,
1726,ELE-PLS13 ,0,2019,18,19,6,0,0,1F-1
1727,IND-PLS13 ,0,2019,14,21,8,0,0,1F-1
1728,ELE-PLS13 ,0,0,10,14,6,16,0,
1729,ELE-PLS13 ,0,0,16,14,4,0,0,
1730,IND-PLS13 ,0,0,4,4,5,0,0,
1731,MCT-PLS13 ,0,0,10,8,6,20,0,
1732,CIV-PLS13 ,0,2019,13,22,9,0,0,1F-1
1733,CIV-PLS13 ,0,2019,15,18,7,0,0,1F-1
1734,CIV-PLS13 ,1,2019,13,30,7,0,0,1F-3
1735,ELE-PLS13 ,0,0,6,0,5,0,0,
1736,CIV-PLS13 ,0,0,13,13,7,16,0,
1737,CIV-PLS13 ,1,2019,14,27,7,0,0,1F-3
1738,ELE-PLS13 ,0,0,12,13,6,8,0,
1739,ELE-PLS13 ,0,2019,11,23,7,0,0,1F-1
1740,ELE-PLS13 ,1,2019,16,27,3,0,0,1F-3
1741,ELE-PLS13 ,0,0,12,10,6,20,0,
1742,ELE-PLS13 ,0,0,7,11,6,16,0,
1743,CIV-PLS13 ,0,2019,14,22,8,0,0,1F-1
1744,ELE-PLS13 ,0,2019,6,21,4,32,0,
1745,CIV-PLS13 ,0,0,9,10,4,26,0,
1746,ELE-PLS13 ,0,0,5,10,4,20,0,
1747,CIV-PLS13 ,0,0,4,6,2,0,0,
1748,CIV-PLS13 ,0,0,12,18,4,20,0,
1749,CIV-PLS13 ,1,2019,19,21,9,0,0,1F-3
1750,MCT-PLS13 ,1,2019,13,16,6,0,0,1F-2
1751,ELE-PLS13 ,1,2019,14,28,8,0,0,1F-2
1752,CIV-PLS13 ,0,2019,8,0,0,0,0,1F-1
1753,IND-PLS13 ,0,0,0,0,3,0,0,
1754,CIV-PLS13 ,0,2019,12,17,6,0,0,1F-1
